Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Turkmenistan,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Uganda,180 000 ,73 000 , 270 000,,170 000 ,68 000 , 260 000,,160 000 ,64 000 , 250 000,,150 000 ,60 000 , 230 000,,150 000 ,59 000 , 220 000,,140 000 ,60 000 , 220 000,,140 000 ,60 000 , 210 000,,140 000 ,61 000 , 200 000,,140 000 ,62 000 , 200 000,,140 000 ,65 000 , 200 000,,140 000 ,68 000 , 200 000,,150 000 ,73 000 , 210 000,,150 000 ,77 000 , 210 000,,160 000 ,81 000 , 220 000,,160 000 ,86 000 , 220 000,,170 000 ,90 000 , 230 000,,170 000 ,94 000 , 230 000,,180 000 ,99 000 , 240 000,,180 000 ,100 000 , 250 000,,190 000 ,110 000 , 250 000,,190 000 ,110 000 , 260 000,,190 000 ,120 000 , 260 000,,200 000 ,120 000 , 270 000,,200 000 ,120 000 , 270 000,,200 000 ,120 000 , 270 000,,190 000 ,120 000 , 260 000,,190 000 ,120 000 , 260 000,,190 000 ,120 000 , 250 000,,180 000 ,110 000 , 240 000,,180 000 ,110 000 , 230 000,,170 000 ,110 000 , 220 000,
Ukraine,<1000 ,<200 , <1000,,1100 ,<500 , 1900,,2200 ,<1000 , 4000,,4400 ,2000 , 7900,,8200 ,4400 , 14 000,,14 000 ,8400 , 23 000,,22 000 ,14 000 , 32 000,,29 000 ,20 000 , 40 000,,35 000 ,27 000 , 47 000,,40 000 ,31 000 , 52 000,,43 000 ,34 000 , 54 000,,43 000 ,34 000 , 55 000,,41 000 ,32 000 , 54 000,,38 000 ,29 000 , 51 000,,35 000 ,26 000 , 47 000,,30 000 ,22 000 , 42 000,,26 000 ,19 000 , 37 000,,23 000 ,16 000 , 32 000,,19 000 ,14 000 , 27 000,,16 000 ,11 000 , 23 000,,14 000 ,9700 , 20 000,,12 000 ,8300 , 17 000,,10 000 ,7300 , 15 000,,9100 ,6500 , 13 000,,8200 ,6000 , 12 000,,7500 ,5500 , 10 000,,6800 ,5100 , 9600,,6300 ,4700 , 9000,,5900 ,4300 , 8400,,5600 ,4100 , 8000,,5400 ,3900 , 7900,
United Arab Emirates,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,
United Kingdom,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
United Republic of Tanzania,110 000 ,51 000 , 160 000,,130 000 ,59 000 , 190 000,,140 000 ,65 000 , 210 000,,160 000 ,70 000 , 240 000,,170 000 ,74 000 , 250 000,,180 000 ,77 000 , 270 000,,180 000 ,77 000 , 270 000,,180 000 ,77 000 , 280 000,,180 000 ,76 000 , 280 000,,180 000 ,76 000 , 270 000,,180 000 ,75 000 , 270 000,,170 000 ,75 000 , 260 000,,170 000 ,75 000 , 260 000,,170 000 ,76 000 , 250 000,,170 000 ,77 000 , 250 000,,170 000 ,78 000 , 250 000,,170 000 ,80 000 , 240 000,,170 000 ,83 000 , 240 000,,170 000 ,86 000 , 240 000,,170 000 ,91 000 , 250 000,,180 000 ,95 000 , 250 000,,180 000 ,99 000 , 250 000,,190 000 ,100 000 , 260 000,,190 000 ,110 000 , 260 000,,190 000 ,110 000 , 270 000,,190 000 ,110 000 , 270 000,,200 000 ,120 000 , 270 000,,200 000 ,120 000 , 270 000,,200 000 ,120 000 , 270 000,,190 000 ,120 000 , 270 000,,190 000 ,120 000 , 260 000,
United States,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",58 000 ,35 000 , 82 000,"Children estimates were not available at the time of publication.",53 000 ,32 000 , 76 000,"Children estimates were not available at the time of publication.",50 000 ,30 000 , 71 000,"Children estimates were not available at the time of publication.",46 000 ,27 000 , 65 000,"Children estimates were not available at the time of publication.",42 000 ,25 000 , 59 000,"Children estimates were not available at the time of publication.",38 000 ,23 000 , 54 000,"Children estimates were not available at the time of publication.",35 000 ,21 000 , 49 000,"Children estimates were not available at the time of publication.",32 000 ,19 000 , 45 000,"Children estimates were not available at the time of publication.",30 000 ,18 000 , 41 000,"Children estimates were not available at the time of publication.",28 000 ,17 000 , 39 000,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Uruguay,<100 ,<100 , <500,,<100 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<500 ,<100 , <500,,<500 ,<100 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,
Uzbekistan,<100 ,<100 , <500,,<100 ,<100 , <500,,<100 ,<100 , <500,,<100 ,<100 , <500,,<200 ,<100 , <1000,,<200 ,<100 , <1000,,<500 ,<100 , <1000,,<500 ,<100 , <1000,,<500 ,<100 , <1000,,<200 ,<100 , <1000,,<200 ,<100 , <1000,,<200 ,<100 , <500,,<500 ,<100 , <500,,<500 ,<200 , <1000,,<1000 ,<500 , 1300,,1200 ,<1000 , 1800,,1600 ,<1000 , 2300,,2100 ,1400 , 2800,,2600 ,1900 , 3200,,3000 ,2400 , 3600,,3300 ,2800 , 4000,,3600 ,3000 , 4300,,3700 ,3100 , 4500,,3800 ,3100 , 4700,,3800 ,3100 , 4700,,3700 ,3000 , 4700,,3600 ,2800 , 4600,,3400 ,2600 , 4400,,3100 ,2300 , 4200,,2900 ,2100 , 4100,,2700 ,1900 , 3900,
Venezuela (Bolivarian Republic of),2400 ,1600 , 3100,,2200 ,1500 , 3000,,2200 ,1600 , 2900,,2400 ,1700 , 3000,,2800 ,2100 , 3500,,3600 ,2800 , 4400,,4900 ,3900 , 6000,,6800 ,5400 , 8500,,9300 ,7300 , 11 000,,12 000 ,9900 , 15 000,,15 000 ,12 000 , 18 000,,18 000 ,14 000 , 21 000,,20 000 ,16 000 , 23 000,,21 000 ,17 000 , 25 000,,21 000 ,17 000 , 26 000,,21 000 ,16 000 , 26 000,,20 000 ,15 000 , 25 000,,19 000 ,14 000 , 24 000,,18 000 ,14 000 , 23 000,,17 000 ,13 000 , 22 000,,16 000 ,12 000 , 21 000,,15 000 ,11 000 , 19 000,,14 000 ,10 000 , 19 000,,13 000 ,9500 , 18 000,,12 000 ,8900 , 17 000,,12 000 ,8200 , 16 000,,11 000 ,7600 , 14 000,,9900 ,7000 , 13 000,,9100 ,6500 , 12 000,,8400 ,5900 , 11 000,,7700 ,5300 , 11 000,
Viet Nam,<500 ,<500 , <500,,<1000 ,<1000 , 1100,,1700 ,1100 , 2200,,3200 ,2100 , 4200,,5300 ,3400 , 6900,,7600 ,4900 , 10 000,,9700 ,6300 , 13 000,,11 000 ,7300 , 15 000,,13 000 ,8300 , 17 000,,14 000 ,9000 , 19 000,,14 000 ,9500 , 20 000,,15 000 ,9900 , 21 000,,15 000 ,10 000 , 21 000,,16 000 ,11 000 , 22 000,,16 000 ,11 000 , 22 000,,16 000 ,11 000 , 22 000,,16 000 ,10 000 , 22 000,,15 000 ,10 000 , 21 000,,15 000 ,9700 , 20 000,,14 000 ,9200 , 19 000,,13 000 ,8600 , 18 000,,12 000 ,8100 , 17 000,,12 000 ,7600 , 16 000,,11 000 ,7200 , 15 000,,10 000 ,6700 , 14 000,,9500 ,6300 , 13 000,,8800 ,5800 , 11 000,,7900 ,5300 , 10 000,,7200 ,4800 , 9200,,6600 ,4400 , 8400,,6100 ,4200 , 7700,
Yemen,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,
Zambia,110 000 ,50 000 , 150 000,,120 000 ,58 000 , 180 000,,140 000 ,63 000 , 200 000,,150 000 ,67 000 , 220 000,,160 000 ,70 000 , 240 000,,170 000 ,73 000 , 250 000,,170 000 ,74 000 , 250 000,,170 000 ,74 000 , 250 000,,170 000 ,74 000 , 250 000,,170 000 ,73 000 , 250 000,,160 000 ,72 000 , 240 000,,160 000 ,71 000 , 230 000,,160 000 ,70 000 , 230 000,,150 000 ,70 000 , 220 000,,150 000 ,70 000 , 220 000,,150 000 ,71 000 , 210 000,,150 000 ,72 000 , 210 000,,150 000 ,74 000 , 210 000,,150 000 ,76 000 , 210 000,,150 000 ,79 000 , 210 000,,150 000 ,82 000 , 210 000,,160 000 ,85 000 , 220 000,,160 000 ,89 000 , 220 000,,160 000 ,94 000 , 220 000,,170 000 ,98 000 , 230 000,,170 000 ,100 000 , 230 000,,170 000 ,100 000 , 240 000,,180 000 ,110 000 , 240 000,,180 000 ,110 000 , 250 000,,190 000 ,110 000 , 250 000,,190 000 ,110 000 , 250 000,
Zimbabwe,210 000 ,150 000 , 280 000,,250 000 ,170 000 , 330 000,,280 000 ,190 000 , 360 000,,300 000 ,210 000 , 390 000,,310 000 ,220 000 , 410 000,,320 000 ,220 000 , 420 000,,320 000 ,220 000 , 410 000,,310 000 ,210 000 , 400 000,,290 000 ,200 000 , 380 000,,270 000 ,190 000 , 360 000,,250 000 ,180 000 , 330 000,,230 000 ,160 000 , 310 000,,220 000 ,150 000 , 290 000,,210 000 ,140 000 , 270 000,,200 000 ,140 000 , 260 000,,190 000 ,130 000 , 250 000,,180 000 ,130 000 , 240 000,,180 000 ,120 000 , 230 000,,170 000 ,120 000 , 230 000,,170 000 ,120 000 , 220 000,,170 000 ,120 000 , 220 000,,170 000 ,120 000 , 220 000,,160 000 ,110 000 , 220 000,,160 000 ,110 000 , 210 000,,160 000 ,110 000 , 210 000,,150 000 ,110 000 , 200 000,,150 000 ,100 000 , 190 000,,140 000 ,97 000 , 180 000,,130 000 ,91 000 , 170 000,,120 000 ,87 000 , 160 000,,120 000 ,82 000 , 150 000,
