country,iso2,year,new.labconf,new.clindx,new.ep,ret.rel.labconf,ret.rel.clindx,ret.rel.ep,ret.nrel,ret.nrel.clindx,c.newunk,c.newinc,c.ret,c.notified,pulm.labconf.new,pulm.labconf.ret,pulm.labconf.unk,notif.foreign,rel.in.agesex.flg,agegroup.option,newrel.m04,newrel.m59,newrel.m1014,newrel.m514,newrel.m014,newrel.m1519,newrel.m2024,newrel.m1524,newrel.m2534,newrel.m3544,newrel.m4554,newrel.m5564,newrel.m65,newrel.m15plus,newrel.mu,newrel.f04,newrel.f59,newrel.f1014,newrel.f514,newrel.f014,newrel.f1519,newrel.f2024,newrel.f1524,newrel.f2534,newrel.f3544,newrel.f4554,newrel.f5564,newrel.f65,newrel.f15plus,newrel.fu,c.new.014,rdx.data.available,newinc.rdx,rdxsurvey.newinc,rdxsurvey.newinc.rdx,gaps.na.tbcases,remarks.tbcases,conf.rr.nfqr,conf.rr.fqr,unconf.rr.nfqr.tx,conf.rr.nfqr.tx,rrmdr.014.tx,conf.rr.fqr.tx,mdrxdr.bdq.used,mdrxdr.bdq.tx,mdrxdr.alloral.used,mdrxdr.alloral.tx,mdr.alloral.short.used,mdr.alloral.short.tx,mdr.tx.adsm,gaps.na.mdr.patients,remarks.mdr.patients,r.rlt.new,r.rlt.ret,rr.new,rr.ret,r.rlt.rel,rr.rel,dst.rlt.new,dst.rlt.ret,dst.rlt.hr.new,dst.rlt.hr.ret,dst.rlt.rr.new,dst.rlt.rr.ret,mdr.new,mdr.ret,rr.dst.rlt.fq,rr.fqr,rr.fqr.bdqr.lzdr,rr.fqr.bdqs.lzdr,rr.fqr.bdqu.lzdr,rr.fqr.bdqr.lzds,rr.fqr.bdqs.lzds,rr.fqr.bdqu.lzds,rr.fqr.bdqr.lzdu,rr.fqr.bdqs.lzdu,rr.fqr.bdqu.lzdu,gaps.na.dr.surveillance,remarks.dr.surveillance,newrel.tbhiv.flg,newrel.hivtest,newrel.hivpos,newrel.art,tbhiv.014.flg,newrel.hivtest.014,newrel.hivpos.014,newrel.art.014,gaps.na.hiv.patients,remarks.hiv.patients,hiv.tbrx.art,hiv.tbrx.art.NA,hiv.tbrx.art.NI.reason,hiv.tbrx.art.remarks,hiv.tbdetect,hiv.reg.new2,hiv.tbdetect.hiv.reg.new2.NA,hiv.tbdetect.hiv.reg.new2.NI.reason,hiv.tbdetect.hiv.reg.new2.remarks,hiv.new.tpt,hiv.new,hiv.all.tpt,hiv.all,hiv.tpt.eligible.start.NA,hiv.tpt.eligible.start.NI.reason,hiv.tpt.eligible.start.remarks,hiv.all.tpt.completed,hiv.all.tpt.started,hiv.tpt.completed.NA,hiv.tpt.completed.NI.reason,hiv.tpt.completed.remarks,hiv.unaids.date.exported,tbhiv.surveil,tbhiv.surv.prev,tbhiv.surv.yr,tbhiv.surv.cil,tbhiv.surv.ciu,tbhiv.sentin.prev,tbhiv.sentin.yr,tbhiv.sentin.cil,tbhiv.sentin.ciu,gaps.na.nonroutine.hiv,remarks.nonroutine.hiv,total.deaths.vr,r00.r99.deaths.vr,tbdeaths.vr,gaps.na.tbdeaths,remarks.tbdeaths
United Republic of Tanzania,TZ,2021,29527,39400,16223,788,600,163,714,,85150,86701,2265,87415,29527,1100,0,81,1,220,4138,1772,1457,,,1361,2729,,7945,9803,8763,6430,7916,44947,,3815,1592,1264,,,1093,2007,,5142,5747,4984,3958,4785,27716,,14038,60,35644,,,1,the number of TB cases reported among foreign-born individuals represents only the last two quarters of 2021 after revision of the DHIS2-ETL surveillance system  ,442,6,1,437,6,6,1,398,1,302,1,123,431,0,The RR/MDR-TB detection increased  by 6% compared to 2020. Despite the increase detection is below the 2021 target this has been contributed to the limited access to DST among the TB patients notified.,26624,1080,346,97,,,539,216,34,20,61,31,19,12,118,6,0,0,0,0,0,0,0,0,6,0,In 2022 report there is an increase of 42% among bacteriological confirmed pulmonary cases who accessed DST testing at least for Rifampicin this has been contributed by increase in number of Genexpert machines and implementation of integrated sample referral system.,1,85909,15321,15238,1,13909,1264,1253,0,,15184,0,,,,,0,Record removed by UNAIDS,,,,253431,1519067,0,,,,,0,Record removed by UNAIDS,,2022-08-26,0,,,,,,,,,0,,,,,,
Ukraine,UA,2021,9476,3830,1361,2780,665,195,1486,133,14667,18307,5126,19793,9476,4095,0,32,1,221,59,,,169,,,,473,1936,4071,3217,2128,936,12761,0,58,,,177,,,,300,993,1471,965,645,709,5083,0,463,60,17451,,,1,,3031,1015,334,3427,91,1460,1,4807,1,2128,1,1633,4887,0,,9237,3977,2418,1607,2712,1397,9237,3977,2636,1451,2418,1607,1881,1218,3266,994,1,27,0,13,847,44,0,19,43,1,,1,17991,3646,3354,,,,,0,,3354,0,,"The given national figures do not include data on the Crimea, Sevastopol, non-government controlled territory of Donetsk and Luhansk regions.
",1835,15973,0,,"Includes data from answers from FTCI (Kyiv, Odesa, Dnipro city). The given national figures do not include data on the Crimea, Sevastopol, non-government-controlled territory of Donetsk and Luhansk regions.
",10816,15973,21013,130239,0,,"Figures do not include data on the Crimea, Sevastopol, non-government-controlled territory of Donetsk, and Luhansk regions.
",,,1,,,2022-08-26,0,,,,,,,,,0,,714236,23556,2873,0,
Uganda,UG,2021,38036,30069,3035,2132,1442,85,1469,,71140,74799,5128,76268,38012,3105,24,2439,1,220,2636,1212,944,,,1094,2604,,9081,10477,,,,23256,17607,2493,1208,983,,,1131,2402,,5986,5452,,,,14971,9489,9476,60,51374,,,1,"in 2.9 The Age Group 45 – 54 and 64+ is not in the National disaggregation, So we considered that in the unknown",502,4,,502,7,4,1,447,1,107,1,342,502,1,,28418,2210,232,181,,,253,68,161,34,189,42,149,23,298,4,,,,,,,,,,1,"Data Quality issues in 2.37
Linezolid testing was initiated in 2021 in the country, but not reported in routine HMIS reports",0,74254,23692,23674,1,6882,1027,967,1,"Harmonization between ACP and NTLP is still ongoing
Aggregate system used to disaggregate Age",23674,0,,,18565,122531,0,,,16833,122531,248010,1320271,0,,,,,0,Record removed by UNAIDS,,2022-08-26,0,,,,,,,,,0,Data collected routinely from over 1700 Diagnostic Treatment Units across the country through HMIS. The country is due for another population based prevalence survey,,,,,
United States of America,US,2021,5197,743,1617,,,,315,,7557,7557,315,7872,5104,229,93,5621,1,220,84,36,35,,,116,235,,660,621,690,801,1325,4448,,74,19,65,,,125,184,,505,397,393,422,767,2793,,313,0,,,,1,"In 2.9 above, there were 3 TB patients with unknown sex no reflected in the table.",95,7,0,92,4,7,1,,1,,1,,77,1,"2.14 and 2.15, 2.20 - numbers based on the new definition of resistance to fluoroquinolones (LEVO and MOXI only)? We know that patients have been started on Bedaquiline for the treatment of MDR TB, pre-XDR TB, and XDR TB but do not have a full accounting of the number of patients.",4814,195,74,13,,,4797,193,430,25,74,12,59,9,57,5,0,0,0,0,0,0,0,0,5,0,"2.36 and 2.37 - preXDR is defined as resistance to any fluoroquinolone or resistance to a second-line injectable (amikacin, kanamycin or capreomycin) because we are unable to collect this information under the new WHO definition.  XDR is captured under resistance to both classes identified above for preXDR or for bedaquiline or linezolid resistance if entered in our surveillance data set.
2.38 - 2.40 - unknown testing to bedaquiline and linezolid at this time.",1,6743,296,,1,216,2,,1,Patients with previous episodes of TB are excluded from the totals. ,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,0,,,,,,,,,0,,,,,,
Uruguay,UY,2021,636,148,93,55,10,9,80,,877,951,154,1031,636,76,0,4,1,221,6,,,8,,,,85,153,129,100,96,89,652,0,8,,,12,,,,55,58,49,41,32,30,265,0,34,60,318,,,0,,1,0,0,1,0,0,1,1,0,,0,,1,0,,510,48,1,0,,,491,48,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,856,115,52,1,34,0,0,0,"La información al Programa de VIH sobre TB es proporcionada por el Programa Nacional de Tuberculosis. El dato al Programa de VIH fue previo, posteriormente se revisaron los datos y por esto el número definitivo fue modificado.",,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,0,,,,,,,,,0,,,,,,
Uzbekistan,UZ,2021,4929,2124,5099,961,221,210,1906,674,12152,13544,3298,15450,4929,1868,0,0,1,220,142,396,419,,,374,417,,991,1104,1181,1228,974,6269,0,101,350,417,,,326,390,,938,881,787,1003,1125,5450,0,1825,60,13273,,,0,,1753,394,88,1753,63,394,1,1432,0,,1,189,,0,,4929,1868,912,740,961,411,4929,1868,913,740,912,740,792,718,1645,394,19,7,,63,305,,,,,1,,0,15450,441,395,,,,,1,,,1,,,,,1,,,,,,,1,,,,,1,,,2022-08-26,0,,,,,,,,,0,,,,333,1,
Saint Vincent and the Grenadines,VC,2021,4,0,0,1,,,0,,4,5,1,5,4,1,0,0,1,221,0,,,0,,,,0,0,0,2,1,0,3,0,0,,,0,,,,0,1,0,1,0,0,2,0,0,60,5,,,1,nil,0,0,0,0,0,0,0,,0,,0,,0,0,No MDR detected by gene xpert ,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,We have no MDR TB and patients were not screened for Linezolid or Bedaquiline resistance.,1,5,1,1,1,0,0,0,0,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,0,,,,,,,,,0,,,,,,
Venezuela (Bolivarian Republic of),VE,2021,5990,1587,1054,416,25,18,466,,8631,9090,925,9556,5990,882,0,21,1,220,76,56,66,,,273,858,,1964,960,641,564,495,5755,0,53,43,80,,,228,367,,658,502,416,353,437,2961,0,374,60,192,,,0,Grupos de edad actualizados,28,4,0,28,0,4,1,18,1,13,1,15,28,0,,198,226,4,22,,,70,97,2,7,4,22,2,7,26,4,0,0,0,0,0,0,0,0,4,0,No se realizaron las pruebas para Bedaquilina y linezolid en el 2021,1,4598,324,301,1,259,23,19,0,"2.46.- Para el momento de aportar los datos al Informe GAM, no se disponía del total de la informacion referente a los casos de TB-VIH con TARV, se realizo la nota en el informe GAM y se comunico el cambio a los Coordinadores del Programa de VIH a nivel nacional en el mes de mayo. Lo mismo ocurrio con la informacion de las personas que viven con VIH e inician tratamiento Preventivo para TB (7.9), el dato que aparece en el informe (85), se ha mantenido.",,0,Record removed by UNAIDS,,250,6062,0,,,,,85,57314,0,,,104,109,0,,,2022-08-26,0,,,,,,,,,0,,,,,,
British Virgin Islands,VG,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,,,,,,,,,,,,,,,,
Viet Nam,VN,2021,43581,13382,15838,4034,560,262,1278,,72801,77657,6134,78935,43545,4930,36,5,1,220,102,79,164,,,1196,2661,,7642,9385,11892,11603,9990,54369,,100,76,224,,,1071,1967,,4722,3431,2981,3408,4666,22246,,745,60,74204,,,1,"The difference in 2.9 and 2.1 + 2.2 + 2.3 due to we have 78 cases with previous treatment history is unknown.
Besides, in our system, we do not have the unknown previous treatment history disaggregated number by sex",2459,181,0,2354,13,170,1,339,1,453,1,,1397,1,2.26: not yet be separated in reporting system,38689,4583,1682,668,4535,431,,3438,,1220,,609,,573,239,62,,,,,8,,,,54,1,,1,63900,1945,1521,,,,,0,,1568,0,,,,,1,,,7470,15369,13483,163284,0,,,,,1,,,2022-08-26,0,,,,,,,,,0,,,,,,
Vanuatu,VU,2021,42,0,26,1,0,0,0,,68,69,1,69,42,1,0,0,1,221,0,,,2,,,,7,8,2,4,5,6,32,0,1,,,1,,,,13,7,7,4,2,0,33,0,4,60,1,,,0,,0,0,0,0,0,0,0,,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,64,0,0,,,,,0,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,0,,,,,,,,,0,None so far. ,,,,,
Wallis and Futuna Islands,WF,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,,,,,,,,,,,,,,,,
Samoa,WS,2021,13,0,0,0,0,0,0,,13,13,0,13,13,0,0,0,1,220,,,1,,,,,,,,2,,1,3,,,,,,,,,,1,2,2,2,2,9,,1,60,13,,,1,,0,0,0,0,0,0,0,,0,,0,,0,0,,13,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,13,0,0,,,,,0,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,0,,,,,,,,,0,,,,,,
Kosovo,XA,2021,177,125,122,10,7,4,2,1,424,445,23,447,177,11,0,0,1,221,0,,,2,,,,40,47,35,37,41,52,252,,5,,,3,,,,45,29,23,13,29,44,183,,10,60,101,,,0,,0,,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,195,1,0,,,,,0,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,,,,,,,,,,,,,,,1,N/A
Yemen,YE,2021,2452,2823,3882,118,53,39,29,,9157,9367,239,9396,2452,137,0,0,,221,226,,,361,,,,876,1052,736,624,536,523,4347,0,221,,,338,,,,813,825,765,587,493,391,3874,0,1146,0,,,,1,,48,0,0,40,0,0,1,40,1,40,0,,40,0,,572,64,18,30,,,554,64,12,15,16,30,7,14,5,0,,,,,,,,,,1,,1,1657,37,,,,,,0,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,0,,,,,,,,,1,,,,,,
South Africa,ZA,2021,92888,45429,18382,10204,4134,1157,9670,,156699,172194,25165,181864,92888,10204,0,,1,220,4535,972,1044,,,3308,6782,,24391,28053,17746,10098,5263,95641,0,4058,972,1352,,,3928,6579,,18620,15426,9153,5591,4323,63620,0,12933,60,107583,,,1,2.6: South Africa does not disaggregate information according to nationality and race.,6381,725,133,6381,232,725,1,6331,1,1456,1,4616,6725,0,,92888,10204,3665,2716,10204,1561,92888,10204,1569,1279,3665,2716,1548,1269,6381,725,1,7,0,100,432,13,7,32,133,0,,1,152857,81770,73117,1,228,42,37,0,,,0,Record removed by UNAIDS,"Data sourced from the TB/HIV patient data base is as complete and accurate as information documented in the patient record/clinical record by clinicians in health facilities.  It is also dependent on the timeous capture of patient information from the patient record into the patient data base by administrative clerks/data capturers in health facilities, and the movement/flow of that information to the next level of health.
For patients on both ART and TB treatment, TB information is documented in the TB Blue Card while HIV/ART information is documented in the ART Clinical Stationery.  When a (co-infected) patient completes TB treatment, the TB Blue Card is no longer utilised to document clinical information.  The clinician continues documenting HIV/ART information in the ART Clinical Stationery.  The ART stationery does not require clinicians to document a TB treatment stop date (only requires a ""year"") after TB treatment is complete.",27287,488052,0,,"Data sourced from the TB/HIV patient data base is as complete and accurate as information documented in the patient record/clinical record by clinicians in health facilities.  It is also dependent on the timeous capture of patient information from the patient record into the patient data base by administrative clerks/data capturers in health facilities, and the movement/flow of that information to the next level of health.
",306598,488052,,,0,,"Data sourced from the TB/HIV patient data base is as complete and accurate as information documented in the patient record/clinical record by clinicians in health facilities.  It is also dependent on the timeous capture of patient information from the patient record into the patient data base by administrative clerks/data capturers in health facilities, and the movement/flow of that information to the next level of health.
Yes.  To adequately report this information in the patient data base, clinicians MUST document a TPT start date in the ART Clinical Stationery.",,,0,Record removed by UNAIDS,"Data sourced from the TB/HIV patient data base is as complete and accurate as information documented in the patient record/clinical record by clinicians in health facilities.  It is also dependent on the timeous capture of patient information from the patient record into the patient data base by administrative clerks/data capturers in health facilities, and the movement/flow of that information to the next level of health.
The ART Clinical Stationery does not require clinicians to document a TPT regimen or a ""stop date"".  This can be documented in the ""Clinical Notes"" section (free text).",2022-08-26,0,,,,,,,,,0,,,,,,
Zambia,ZM,2021,19826,21556,2530,1968,3947,248,750,,43912,50075,6913,50825,19826,1978,,,1,221,999,,,1017,,,,2517,7496,8654,5711,2979,3014,30371,,920,,,954,,,,2032,3484,3708,2779,1889,1922,15814,,3890,60,50075,,,1,The National TB reporting tools that the country is using do not disaggregate cases of TB by nationality.,426,5,5,426,20,5,1,410,1,395,1,25,415,0,,16922,1487,325,101,1487,101,253,,61,,46,,34,,83,5,0,0,0,0,0,0,0,2,3,0,Rifampicin and isoniazid testing is not disaggregated by New and Relapse.,0,48168,16272,15902,1,3529,774,705,0,,15902,0,,,16272,167816,0,,"The country does not currently track PLHIV with active TB among those that are newly enrolled in HIV treatment, but rather reports TB patients testing positive to HIV started on ART. As such, the data (numerator) provided in the report is from the cases that were notified in 2021, while the denominator is from the HIV program (newly enrolled in HIV care). This is used as a proxy, as the country does not currently track active TB in the HIV population.
",151029,167816,786242,1197703,0,,"Data on TPT only covers 0-14 years and 15+ years. No finer disaggregation i.e <5 years, 5-15 years. Hence, the gaps noted.
The data covers clients who have not received TPT in the past three years.",262459,300682,0,,,2022-08-26,0,,,,,,,,,0,,,,,,
Zimbabwe,ZW,2021,8311,6228,1134,329,249,59,231,,15673,16310,868,16541,8275,418,36,,1,220,256,130,144,,,246,716,,2383,3174,1739,837,969,10064,0,209,71,112,,,249,478,,1216,1375,899,534,573,5324,0,922,60,10162,,,1,"Among the cases reported in questions 2.1 – 2.4, total number of TB cases reported among foreign-born individuals (or among non-citizens if that is the criterion used in your country) . This criteria is not used in our country.",243,0,0,232,10,0,1,232,1,0,1,232,232,0,,,,,,,,,,,,,,,,144,0,,,,,,,,,,1,Aggregate data for rifampicin resistance testing not available disaggregated by history of TB treatment. ,1,16182,8056,7647,0,,,,0,The Ministry is currently working on the EHR system in order to have a case-based surveillance system. Testing for HIV is done as part of basic minimum of care at all entry points in the healthcare facilities. ART among TB/HIV co-infected patients is a basic standard of care. Hence the high coverage of testing and ART initiation. ,7644,0,,,2223,74234,0,,,54560,74234,293574,1188636,0,,,140732,156512,0,,,2022-08-26,0,,,,,,,,,1,Was there non-routine surveillance of HIV prevalence in TB patients using nationwide surveys and/or sentinel sites in 2021? The  survey was not conducted ,,,,,
