variable.name,display.section,definition,code.list,lag,source,validity.years,notes,calculation,display.via.web
newrel_f4554,Notification,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): females aged 45-54 years,,,"Notification, Data collection form",2013-,Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/,,1
newrel_f514,Notification,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): females aged 5-14 years,,,"Notification, Data collection form",2013-,Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/,,1
newrel_f5564,Notification,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): females aged 55-64 years,,,"Notification, Data collection form",2013-,Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/,,1
newrel_f59,Notification,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): females aged 5-9 years,,,"Notification, Data collection form",2019 -,Introduced 2020 data collection year to capture more detailed data on childhood and adolescent TB,,1
newrel_f65,Notification,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): females aged 65 years and over,,,"Notification, Data collection form",2013-,Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/,,1
newrel_fail,Outcomes,Outcomes for all new and relapse cases (but only new cases if rel_with_new_flg = 0): treatment failed,,-1,"Notification, Data collection form",2012-,Introduced in 2014 data collection form (implementation of 2013 revision of definitions and reproting framework),,1
newrel_fu,Notification,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): females age unknown,,,"Notification, Data collection form",2013-,Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/,,1
newrel_hivpos,Notification,"Number of new and relapse  (or all, if newrel_tbhiv_flg = 0 and year > 2015) TB patients recorded as HIV-positive",,0,"Notification, Data collection form",2015-,,,1
newrel_hivpos_014,Notification,Number of new and relapse TB patients aged 0-14 years recorded as HIV-positive,,,"Notification, Data collection form",2020-,Introduced in 2021 dcyear for countries in the high TB/HIV list only,,1
newrel_hivtest,Notification,"Number of new and relapse (or all, if newrel_tbhiv_flg = 0 and year > 2015) TB patients tested for HIV at the time of TB diagnosis or with known HIV status at the time of TB diagnosis",,0,"Notification, Data collection form",2015-,,,1
newrel_hivtest_014,Notification,Number of new and relapse TB patients aged 0-14 years tested for HIV at the time of TB diagnosis or with known HIV status at the time of TB diagnosis,,,"Notification, Data collection form",2020-,Introduced in 2021 dcyear for countries in the high TB/HIV list only,,1
newrel_lost,Outcomes,Outcomes for all new and relapse cases (but only new cases if rel_with_new_flg = 0): lost to follow-up,,-1,"Notification, Data collection form",2012-,Introduced in 2014 data collection form (implementation of 2013 revision of definitions and reproting framework),,1
newrel_m014,Notification,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): males aged 0-14 years,,,"Notification, Data collection form",2013-,Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/,,1
newrel_m04,Notification,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): males aged 0-4 years,,,"Notification, Data collection form",2013-,Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/,,1
newrel_m1014,Notification,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): males aged 10-14 years,,,"Notification, Data collection form",2019 -,Introduced 2020 data collection year to capture more detailed data on childhood and adolescent TB,,1
newrel_m1519,Notification,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): males aged 15-19 years,,,"Notification, Data collection form",2019 -,Introduced 2020 data collection year to capture more detailed data on childhood and adolescent TB,,1
newrel_m1524,Notification,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): males aged 15-24 years,,,"Notification, Data collection form",2013-,Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/,,1
newrel_m15plus,Notification,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): males aged 15 years and over,,,"Notification, Data collection form",2013-,Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/,,1
newrel_m2024,Notification,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): males aged 20-24 years,,,"Notification, Data collection form",2019 -,Introduced 2020 data collection year to capture more detailed data on childhood and adolescent TB,,1
newrel_m2534,Notification,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): males aged 25-34 years,,,"Notification, Data collection form",2013-,Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/,,1
newrel_m3544,Notification,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): males aged 35-44 years,,,"Notification, Data collection form",2013-,Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/,,1
newrel_m4554,Notification,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): males aged 45-54 years,,,"Notification, Data collection form",2013-,Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/,,1
newrel_m514,Notification,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): males aged 5-14 years,,,"Notification, Data collection form",2013-,Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/,,1
newrel_m5564,Notification,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): males aged 55-64 years,,,"Notification, Data collection form",2013-,Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/,,1
newrel_m59,Notification,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): males aged 5-9 years,,,"Notification, Data collection form",2019 -,Introduced 2020 data collection year to capture more detailed data on childhood and adolescent TB,,1
newrel_m65,Notification,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): males aged 65 years and over,,,"Notification, Data collection form",2013-,Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/,,1
newrel_mu,Notification,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): males age unknown,,,"Notification, Data collection form",2013-,Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/,,1
newrel_pulm_mbovis,Zoonotic TB,"(if pulm_spec_available=1) Among pulmonary cases with test results for speciation reported in newrel_pulm_spec, number of cases identified as having Mycobacterium bovis",,,"Strategy, Data collection form",2018,Temporarily dropped 2020 data collection year as not needed each year,,1
newrel_pulm_spec,Zoonotic TB,"(if pulm_spec_available=1) Among bacteriologically confirmed new and relapse pulmonary TB cases, number of cases with test results for the speciation of the Mycobacterium tuberculosis complex",,,"Strategy, Data collection form",2018,Temporarily dropped 2020 data collection year as not needed each year,,1
newrel_sexunk014,Notification,"New and relapse cases (but only new cases if rel_in_agesex_flg = 0): sex unknown, aged 0-14 years",,,"Notification, Data collection form",2013-,Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/,,1
newrel_sexunk04,Notification,"New and relapse cases (but only new cases if rel_in_agesex_flg = 0): sex unknown, aged 0-4 years",,,"Notification, Data collection form",2013-,Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/,,1
newrel_sexunk15plus,Notification,"New and relapse cases (but only new cases if rel_in_agesex_flg = 0): sex unknown, aged 15 years and over",,,"Notification, Data collection form",2013-,Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/,,1
newrel_sexunk514,Notification,"New and relapse cases (but only new cases if rel_in_agesex_flg = 0): sex unknown, aged 5-14 years",,,"Notification, Data collection form",2013-,Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/,,1
newrel_sexunkageunk,Notification,"New and relapse cases (but only new cases if rel_in_agesex_flg = 0): sex unknown, age unknown",,,"Notification, Data collection form",2013-,Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/,,1
newrel_succ,Outcomes,Outcomes for all new and relapse cases (but only new cases if rel_with_new_flg = 0): treatment success (cured or treatment completed),,-1,"Notification, Data collection form",2012-,Introduced in 2014 data collection form (implementation of 2013 revision of definitions and reproting framework),,1
newrel_tbhiv_flg,Notification,"Are data on HIV testing, HIV positivity and provision of antiretroviral therapy (ART) restricted to new and relapse TB cases only?",0=No; 1=Yes.,,"Notification, Data collection form",2016-,Introduced in 2017 data collection form (should have been introduced a year earlier),,1
newret_oth,Notification,Other cases not included in new and re-treatment case numbers,,0,"Notification, Data collection form",,,,1
newret_oth_dots,notif_old,"DOTS, Other excluded from notifs",,0,"Notification, Data collection form",,,,0
newret_oth_ep_cnu,EUR_notifs,Previous treatment history unknown  extrapulmonary culture-negative /culture not done / culture unknown TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
newret_oth_ep_cp,EUR_notifs,Previous treatment history unknown  extrapulmonary culture-positive TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
newret_oth_ndots,notif_old,"Non-DOTS, Other excluded from notifs",,0,"Notification, Data collection form",,,,0
newret_oth_oth_cnu,EUR_notifs,Other previous treatment history unknown  culture-negative /culture not done / culture unknown TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
newret_oth_oth_cp,EUR_notifs,Other previous treatment history unknown  culture-positive TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
newret_oth_sn_cnu,EUR_notifs,Previous treatment history unknown  pulmonary smear-negative culture-negative /culture not done / culture unknown TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
newret_oth_sn_cp,EUR_notifs,Previous treatment history unknown  pulmonary smear-negative culture-positive TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
newret_oth_sp_cnu,EUR_notifs,Previous treatment history unknown  pulmonary smear-positive culture-negative /culture not done / culture unknown TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
newret_oth_sp_cp,EUR_notifs,Previous treatment history unknown  pulmonary smear-positive culture-positive TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
newret_oth_su_cnu,EUR_notifs,Previous treatment history unknown  pulmonary smear unknown / smear not done culture-negative /culture not done / culture unknown TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
newret_oth_su_cp,EUR_notifs,Previous treatment history unknown  pulmonary smear unknown / smear not done  culture-positive TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
non_ntp_collab_priv,Strategy,Number of non-NTP laboratories in the private sector collaborating with the TB National Treatment Programme (NTP),,0,"Strategy, Data collection form",,,,0
non_ntp_collab_pub,Strategy,Number of non-NTP laboratories in the public sector collaborating with the TB National Treatment Programme (NTP),,0,"Strategy, Data collection form",,,,0
notif_foreign,Notification,New and re-treatment TB cases among foreign-born individuals,,0,"Notification, Data collection form",,Prior to 2013 this was collected as new_foreign,,1
notified_ref,Community engagement,Total number of new and relapse TB cases notified in the Basic Management Units with data on referrals by community health workers,,,"Strategy, Data collection form",2014 -,,,1
notified_ref_community,Community engagement,Total number of new and relapse TB cases referred by community health workers / community volunteers in the Basic Management Units with data on referrals by community health workers,,,"Strategy, Data collection form",2014 -,,,1
